Year,Player,Runs
2005,GB Hogg (AUS),95
2005,DT Hondo (ZIM),34
2005,JM How (NZ),58
2005,MEK Hussey (AUS),587
2005,Iftikhar Anjum (PAK),41
2005,Inzamam-ul-Haq (Asia/PAK),874
2005,AJ Ireland (ZIM),1
2005,Javed Omar (BDESH),225
2005,ST Jayasuriya (Asia/SL),323
2005,DPMD Jayawardene (Asia/SL),522
2005,GO Jones (ENG),301
2005,SP Jones (ENG),1
2005,SC Joseph (WI),74
2005,M Kaif (INDIA),697
2005,JH Kallis (Afr/ICC/SA),687
2005,Kamran Akmal (PAK),569
2005,M Kartik (INDIA),8
2005,MS Kasprowicz (AUS),1
2005,SM Katich (AUS),497
2005,JM Kemp (Afr/SA),677
2005,Khaled Mahmud (BDESH),66
2005,Khaled Mashud (BDESH),261
2005,Z Khan (Asia/INDIA),112
2005,RD King (WI),3
2005,A Kumble (Asia/INDIA),44
2005,CK Langeveldt (SA),1
2005,BC Lara (ICC/WI),438
2005,JJC Lawson (WI),11
2005,VVS Laxman (INDIA),29
2005,B Lee (AUS),156
2005,DS Lehmann (AUS),89
2005,J Lewis (ENG),7
2005,BB McCullum (NZ),409
2005,GD McGrath (AUS/ICC),8
2005,CD McMillan (NZ),449
2005,MF Maharoof (SL),121
2005,NB Mahwire (ZIM),17
2005,SL Malinga (SL),1
2005,Manjural Islam Rana (BDESH),61
2005,A Maregwede (ZIM),29
2005,HJH Marshall (NZ),309
2005,JAH Marshall (NZ),30
2005,XM Marshall (WI),98
2005,DR Martyn (AUS),805
2005,H Masakadza (ZIM),172
2005,Mashrafe Mortaza (BDESH),76
2005,S Matsikenyeri (ZIM),162
2005,KD Mills (NZ),51
2005,Mohammad Ashraful (Asia/BDESH),395
2005,Mohammad Hafeez (PAK),124
2005,Mohammad Khalil (PAK),0
2005,Mohammad Rafique (BDESH),160
2005,Mohammad Sami (PAK),19
2005,Mohammad Yousuf (Asia/PAK),885
2005,D Mongia (INDIA),33
2005,JA Morkel (SA),23
2005,RS Morton (WI),180
2005,CB Mpofu (ZIM),7
2005,T Mupariwa (ZIM),1
2005,M Muralitharan (Asia/ICC/SL),31
2005,Nafees Iqbal (BDESH),186
2005,Naved-ul-Hasan (PAK),157
2005,Nazmul Hossain (BDESH),18
2005,A Nehra (Asia/INDIA),16
2005,A Nel (SA),7
2005,ML Nkala (ZIM),8
2005,M Ntini (ICC/SA),11
2005,TM Odoyo (Afr),3
2005,JL Ontong (Afr/SA),11
2005,JDP Oram (NZ),207
2005,T Panyangara (ZIM),39
2005,MHW Papps (NZ),3
2005,IK Pathan (INDIA),383
2005,KP Pietersen (ENG/ICC),784
2005,LE Plunkett (ENG),94
2005,SM Pollock (Afr/ICC/SA),286
2005,RT Ponting (AUS/ICC),1191
2005,DBL Powell (WI),14
2005,RL Powell (WI),61
2005,AG Prince (Afr/SA),604
2005,MJ Prior (ENG),94
2005,AG Puttick (SA),0
2005,SK Raina (INDIA),89
2005,Rajin Saleh (BDESH),125
2005,RR Ramdass (WI),1
2005,D Ramdin (WI),127
2005,BG Rogers (ZIM),300
2005,JA Rudolph (Afr/SA),124
2005,Salman Butt (PAK),565
2005,TT Samaraweera (SL),24
2005,MN Samuels (WI),36
2005,KC Sangakkara (Asia/ICC/SL),746
2005,RR Sarwan (WI),419
2005,V Sehwag (Asia/ICC/INDIA),1017
2005,Shabbir Ahmed (PAK),1
2005,Shahid Afridi (Asia/ICC/PAK),640
2005,Shahriar Nafees (BDESH),254
2005,Shoaib Akhtar (Asia/ICC/PAK),36
2005,Shoaib Malik (PAK),610
2005,V Sibanda (ZIM),30
2005,MS Sinclair (NZ),15
2005,RP Singh (INDIA),11
2005,DR Smith (WI),212
2005,GC Smith (Afr/SA),984
2005,VS Solanki (ENG),292
2005,DW Steyn (Afr),4
2005,AJ Strauss (ENG),713
2005,HH Streak (Afr/ZIM),191
2005,SB Styris (NZ),432
2005,Syed Rasel (BDESH),17
2005,A Symonds (AUS),815
2005,T Taibu (Afr/ZIM),327
2005,Tapash Baisya (BDESH),72
2005,Taufeeq Umar (PAK),3
2005,BRM Taylor (ZIM),282
2005,SR Tendulkar (INDIA),412
2005,WU Tharanga (SL),295
2005,SO Tikolo (Afr),43
2005,CT Tremlett (ENG),8
2005,ME Trescothick (ENG),553
2005,DR Tuffey (NZ),1
2005,Tushar Imran (BDESH),120
2005,SD Udal (ENG),0
2005,P Utseya (ZIM),47
2005,WPUJC Vaas (Asia/SL),117
2005,MP Vaughan (ENG),291
2005,Y Venugopal Rao (INDIA),136
2005,DL Vettori (ICC/NZ),257
2005,L Vincent (NZ),542
2005,SK Warne (ICC),2
2005,SR Watson (AUS),138
2005,AG Wharf (ENG),3
2005,CL White (AUS),0
2005,SC Williams (ZIM),54
2005,JW Wilson (NZ),23
2005,CB Wishart (ZIM),3
2005,Jai P Yadav (INDIA),81
2005,Yasir Hameed (PAK),134
2005,Younis Khan (PAK),273
2005,Yuvraj Singh (INDIA),839
2005,M Zondeki (Afr/SA),0
2005,DNT Zoysa (SL),11
2006,JS Ababu (KENYA),1
2006,Abdul Razzaq (PAK),455
2006,Abdur Razzak (BDESH),86
2006,Abdur Rehman (PAK),7
2006,AR Adams (NZ),9
2006,Aftab Ahmed (BDESH),784
2006,AB Agarkar (INDIA),78
2006,Kabir Ali (ENG),2
2006,Alok Kapali (BDESH),146
2006,JM Anderson (ENG),33
2006,RP Arnold (SL),446
2006,NJ Astle (NZ),586
2006,MS Atapattu (SL),592
2006,A Bagai (CAN),221
2006,HMCM Bandara (SL),85
2006,GEF Barnett (CAN),47
2006,GJ Batty (ENG),2
2006,CS Baugh (WI),118
2006,IR Bell (ENG),654
2006,U Bhatti (CAN),65
2006,IS Billcliff (CAN),60
2006,ID Blackwell (ENG),59
2006,JAR Blain (SCOT),38
2006,SE Bond (NZ),26
2006,DCC Borden (BMUDA),24
2006,PW Borren (NL),56
2006,LE Bosman (SA),198
2006,AC Botha (IRE),119
2006,J Botha (SA),80
2006,MV Boucher (SA),713
2006,NW Bracken (AUS),72
2006,IDR Bradshaw (WI),92
2006,DJ Bravo (WI),427
2006,JP Bray (IRE),30
2006,GB Brent (ZIM),49
2006,TT Bresnan (ENG),51
2006,SCJ Broad (ENG),9
2006,DR Brown (SCOT),25
2006,DK Butler (WI),3
2006,CL Cairns (NZ),40
2006,LOB Cann (BMUDA),139
2006,S Chanderpaul (WI),948
2006,G Chapple (ENG),14
2006,S Chattergoon (WI),63
2006,CJ Chibhabha (ZIM),498
2006,E Chigumbura (ZIM),489
2006,DR Chumney (CAN),196
2006,SR Clark (AUS),42
2006,MJ Clarke (AUS),729
2006,R Clarke (ENG),45
2006,A Codrington (CAN),14
2006,GR Codrington (CAN),189
2006,PD Collingwood (ENG),520
2006,CD Collymore (WI),9
2006,AN Cook (ENG),80
2006,MJ Cosgrove (AUS),112
2006,CK Coventry (ZIM),62
2006,DJ Cullen (AUS),2
2006,KM Dabengwa (ZIM),128
2006,JWM Dalrymple (ENG),356
2006,JM Davison (CAN),97
2006,TN de Grooth (NL),50
2006,TBM de Leede (NL),69
2006,AB de Villiers (SA),466
2006,S Dhaniram (CAN),144
2006,HS Dhillon (CAN),14
2006,MS Dhoni (INDIA),821
2006,TM Dilshan (SL),757
2006,HH Dippenaar (SA),651
2006,BR Dorey (AUS),2
2006,R Dravid (INDIA),919
2006,T Duffin (ZIM),451
2006,JP Duminy (SA),115
2006,H Durham (BMUDA),35
2006,FH Edwards (WI),14
2006,Faisal Iqbal (PAK),30
2006,Farhad Reza (BDESH),231
2006,CRD Fernando (SL),39
2006,KHRK Fernando (SL),3
2006,SP Fleming (NZ),390
2006,A Flintoff (ENG),102
2006,JEC Franklin (NZ),145
2006,PG Fulton (NZ),340
2006,G Gambhir (INDIA),115
2006,WCA Ganegama (SL),7
2006,D Ganga (WI),152
2006,CH Gayle (WI),1217
2006,T Gibbons (BMUDA),33
2006,HH Gibbs (SA),696
2006,AC Gilchrist (AUS),810
2006,MR Gillespie (NZ),12
2006,PG Gillespie (IRE),0
2006,D Gough (ENG),19
2006,DA Gunawardene (SL),3
2006,Habibul Bashar (BDESH),461
2006,BJ Haddin (AUS),216
2006,AJ Hall (SA),140
2006,GM Hamilton (SCOT),50
2006,RM Haq (SCOT),3
2006,Harbhajan Singh (INDIA),154
2006,SJ Harmison (ENG),12
2006,ML Hayden (AUS),103
2006,SP Heaney (CAN),41
2006,DL Hemp (BMUDA),190
2006,RS Higgins (ZIM),15
2006,WW Hinds (WI),208
2006,BJ Hodge (AUS),7
2006,PJC Hoffmann (SCOT),38
2006,GB Hogg (AUS),113
2006,MJ Hoggard (ENG),7
2006,JR Hopes (AUS),84
2006,JM How (NZ),83
2006,KAD Hurdle (BMUDA),19
2006,RO Hussain (SCOT),16
2006,MEK Hussey (AUS),784
2006,N Ifill (CAN),0
2006,Iftikhar Anjum (PAK),44
2006,Imran Farhat (PAK),288
2006,Inzamam-ul-Haq (PAK),450
2006,AJ Ireland (ZIM),20
2006,W Jaffer (INDIA),10
2006,PA Jaques (AUS),121
2006,Javed Omar (BDESH),215
2006,ST Jayasuriya (SL),1153
2006,DPMD Jayawardene (SL),1185
2006,MG Johnson (AUS),19
2006,DT Johnston (IRE),12
2006,GO Jones (ENG),250
2006,MO Jones (BMUDA),43
2006,MBS Jonkman (NL),31
2006,DI Joyce (IRE),0
2006,EC Joyce (ENG),31
2006,S Jyoti (CAN),53
2006,M Kaif (INDIA),322
2006,JH Kallis (SA),373
2006,JK Kamande (KENYA),169
2006,Kamran Akmal (PAK),340
2006,TP Kamungozi (ZIM),0
2006,CK Kapugedera (SL),193
2006,KD Karthik (INDIA),42
2006,M Kartik (INDIA),1
2006,SM Katich (AUS),783
2006,SKW Kelly (BMUDA),7
2006,JM Kemp (SA),437
2006,AN Kervezee (NL),155
2006,Khaled Mahmud (BDESH),36
2006,Khaled Mashud (BDESH),282
2006,Z Khan (INDIA),35
2006,GJP Kruger (SA),0
2006,KMDN Kulasekara (SL),14
2006,A Kumble (INDIA),3
2006,CK Langeveldt (SA),1
2006,D Langford-Smith (IRE),15
2006,BC Lara (WI),660
2006,VVS Laxman (INDIA),0
2006,B Lee (AUS),170
2006,RDM Leverock (BMUDA),19
2006,J Lewis (ENG),9
2006,ML Lewis (AUS),4
2006,RN Lewis (WI),15
2006,DR Lockhart (SCOT),25
2006,KS Lokuarachchi (SL),108
2006,AGR Loudon (ENG),0
2006,AS Luseno (KENYA),17
2006,RT Lyons (SCOT),28
2006,WK McCallan (IRE),120
2006,NFI McCallum (SCOT),129
2006,BB McCullum (NZ),194
2006,GD McGrath (AUS),7
2006,CD McMillan (NZ),2
2006,NJ MacRae (SCOT),10
2006,MF Maharoof (SL),249
2006,SI Mahmood (ENG),82
2006,NB Mahwire (ZIM),89
2006,SL Malinga (SL),37
2006,Manjural Islam Rana (BDESH),23
2006,HJH Marshall (NZ),224
2006,JAH Marshall (NZ),50
2006,CS Martin (NZ),0
2006,DR Martyn (AUS),655
2006,H Masakadza (ZIM),392
2006,Mashrafe Mortaza (BDESH),295
2006,MJ Mason (NZ),4
2006,S Matsikenyeri (ZIM),388
2006,TMK Mawoyo (ZIM),24
2006,DES Maxwell (CAN),115
2006,Mehrab Hossain jnr (BDESH),186
2006,KO Meth (ZIM),73
2006,KD Mills (NZ),33
2006,DA Minors (BMUDA),266
2006,T Mishra (KENYA),424
2006,HS Modi (KENYA),127
2006,Mohammad Ashraful (BDESH),454
2006,Mohammad Asif (PAK),13
2006,Mohammad Hafeez (PAK),255
2006,Mohammad Kashif (NL),1
2006,Mohammad Rafique (BDESH),209
2006,Mohammad Sami (PAK),15
2006,Mohammad Yousuf (PAK),627
2006,D Mohammed (WI),0
2006,D Mongia (INDIA),123
2006,JF Mooney (IRE),31
2006,PJK Mooney (IRE),11
2006,DWO Morgan (BMUDA),2
2006,EJG Morgan (IRE),99
2006,RS Morton (WI),685
2006,CB Mpofu (ZIM),1
2006,J Mubarak (SL),247
2006,TV Mufambisi (ZIM),53
2006,S Mukuddem (BMUDA),241
2006,AA Mulla (CAN),50
2006,T Mupariwa (ZIM),121
2006,M Muralitharan (SL),64
2006,Mushfiqur Rahim (BDESH),24
2006,Naved-ul-Hasan (PAK),112
2006,A Nel (SA),34
2006,JD Nel (SCOT),3
2006,ML Nkala (ZIM),36
2006,M Ntini (SA),4
2006,GH O'Brien (BMUDA),16
2006,KJ O'Brien (IRE),59
2006,NJ O'Brien (IRE),85
2006,CO Obuya (KENYA),177
2006,DO Obuya (KENYA),164
2006,NN Odhiambo (KENYA),62
2006,TM Odoyo (KENYA),326
2006,PJ Ongondo (KENYA),134
2006,JDP Oram (NZ),87
2006,H Osinde (CAN),17
2006,KO Otieno (KENYA),238
2006,MA Ouma (KENYA),143
2006,SD Outerbridge (BMUDA),66
2006,BJ Patel (KENYA),41
2006,JS Patel (NZ),12
2006,KA Patel (KENYA),1
2006,ML Patel (KENYA),40
2006,MM Patel (INDIA),6
2006,IK Pathan (INDIA),393
2006,PDRL Perera (SL),5
2006,AN Petersen (SA),100
2006,RJ Peterson (SA),44
2006,KP Pietersen (ENG),612
2006,AR Pitcher (BMUDA),6
2006,LE Plunkett (ENG),106
2006,SM Pollock (SA),379
2006,RT Ponting (AUS),798
2006,NS Poonia (SCOT),26
2006,WTS Porterfield (IRE),59
2006,RR Powar (INDIA),75
2006,KTGD Prasad (SL),8
2006,AG Prince (SA),160
2006,MJ Prior (ENG),111
2006,Qaiser Ali (CAN),20
2006,SK Raina (INDIA),500
2006,EC Rainsford (ZIM),24
2006,Rajin Saleh (BDESH),295
2006,D Ramdin (WI),173
2006,CMW Read (ENG),61
2006,DJ Reekers (NL),118
2006,HP Rinke (ZIM),317
2006,GA Rogers (SCOT),40
2006,IH Romaine (BMUDA),369
2006,JA Rudolph (SA),139
2006,Salman Butt (PAK),145
2006,AM Samad (CAN),167
2006,MN Samuels (WI),263
2006,KT Sandher (CAN),27
2006,KC Sangakkara (SL),1333
2006,RR Sarwan (WI),963
2006,PM Seelaar (NL),1
2006,S Seeraj (CAN),13
2006,V Sehwag (INDIA),608
2006,OA Shah (ENG),11
2006,Shahadat Hossain (BDESH),14
2006,Shahid Afridi (PAK),115
2006,Shahriar Nafees (BDESH),1033
2006,Shakib Al Hasan (BDESH),361
2006,Shoaib Akhtar (PAK),12
2006,Shoaib Malik (PAK),638
2006,V Sibanda (ZIM),500
2006,LPC Silva (SL),31
2006,LMP Simmons (WI),91
2006,RP Singh (INDIA),15
2006,VRV Singh (INDIA),8
2006,CJ Smith (BMUDA),93
2006,CJO Smith (SCOT),58
2006,DR Smith (WI),217
2006,GC Smith (SA),561
2006,J Smits (NL),16
2006,VS Solanki (ENG),83
2006,D Soraine (CAN),5
2006,S Sreesanth (INDIA),6
2006,IM Stanger (SCOT),3
2006,RD Steede (BMUDA),26
2006,WF Stelling (NL),90
2006,AJ Strauss (ENG),592
2006,GM Strydom (ZIM),147
2006,SB Styris (NZ),272
2006,AO Suji (KENYA),155
2006,MA Suji (KENYA),19
2006,Syed Rasel (BDESH),13
2006,A Symonds (AUS),761
2006,ES Szwarczynski (NL),51
2006,BRM Taylor (ZIM),807
2006,JE Taylor (WI),25
2006,LRPL Taylor (NZ),189
2006,R Telemachus (SA),41
2006,RN ten Doeschate (NL),259
2006,SR Tendulkar (INDIA),628
2006,WU Tharanga (SL),1062
2006,S Thuraisingam (CAN),13
2006,SO Tikolo (KENYA),585
2006,ME Trescothick (ENG),412
2006,JJ Tucker (BMUDA),243
2006,KL Tucker (BMUDA),81
2006,Tushar Imran (BDESH),24
2006,Umar Gul (PAK),32
2006,RV Uthappa (INDIA),98
2006,P Utseya (ZIM),162
2006,WPUJC Vaas (SL),168
2006,DLS van Bunge (NL),172
2006,JJ van der Wath (SA),85
2006,MG Vandort (SL),48
2006,MWA van Nierop (NL),35
2006,LP van Troost (NL),104
2006,HA Varaiya (KENYA),2
2006,Y Venugopal Rao (INDIA),82
2006,DL Vettori (NZ),221
2006,L Vincent (NZ),226
2006,RR Watson (SCOT),137
2006,SR Watson (AUS),280
2006,DF Watts (SCOT),49
2006,SR Welsh (CAN),2
2006,AR White (IRE),76
2006,SC Williams (ZIM),145
2006,CM Wright (SCOT),33
2006,MH Yardy (ENG),30
2006,Yasir Arafat (PAK),38
2006,Yasir Hameed (PAK),112
2006,Younis Khan (PAK),615
2006,Yuvraj Singh (INDIA),849
2006,B Zuiderent (NL),161
2007,Abdul Jabbar (CAN),59
2007,Abdul Razzaq (PAK),62
2007,Abdur Razzak (BDESH),117
2007,Abdur Rehman (PAK),52
2007,AR Adams (NZ),1
2007,Adeel Raja (NL),10
2007,Aftab Ahmed (BDESH),519
2007,AB Agarkar (INDIA),71
2007,MKDI Amerasinghe (SL),1
2007,JM Anderson (ENG),21
2007,RP Arnold (SL),213
2007,NJ Astle (NZ),46
2007,MS Atapattu (SL),143
2007,Azhar Mahmood (PAK),29
2007,A Bagai (CAN),496
2007,HMCM Bandara (SL),44
2007,GEF Barnett (CAN),173
2007,DM Basden (BMUDA),12
2007,TC Bastiampillai (CAN),76
2007,IR Bell (ENG),1080
2007,U Bhatti (CAN),91
2007,IS Billcliff (CAN),245
2007,JAR Blain (SCOT),156
2007,GH Bodi (SA),83
2007,SE Bond (NZ),38
2007,RS Bopara (ENG),304
2007,DCC Borden (BMUDA),59
2007,PW Borren (NL),202
2007,LE Bosman (Afr/SA),6
2007,AC Botha (IRE),144
2007,J Botha (Afr/SA),61
2007,MV Boucher (Afr/SA),631
2007,NW Bracken (AUS),44
2007,IDR Bradshaw (WI),42
2007,DJ Bravo (WI),348
2007,JP Bray (IRE),371
2007,GB Brent (ZIM),113
2007,SCJ Broad (ENG),147
2007,DR Brown (SCOT),195
2007,Mudassar Bukhari (NL),145
2007,AF Buurman (NL),44
2007,LOB Cann (BMUDA),404
2007,KED Carroll (IRE),70
2007,JJ Celestine (BMUDA),38
2007,UDU Chandana (SL),1
2007,S Chanderpaul (WI),912
2007,PP Chawla (INDIA),20
2007,CJ Chibhabha (ZIM),229
2007,E Chigumbura (Afr/ZIM),390
2007,DR Chumney (CAN),133
2007,SR Clark (AUS),17
2007,MJ Clarke (AUS),981
2007,A Codrington (CAN),5
2007,GR Codrington (CAN),46
2007,PD Collingwood (ENG),1064
2007,CD Collymore (WI),22
2007,AN Cook (ENG),403
2007,AC Cummins (CAN),27
2007,AR Cusack (IRE),53
2007,KM Dabengwa (ZIM),71
2007,JWM Dalrymple (ENG),131
2007,Danish Kaneria (PAK),6
2007,JM Davison (CAN),370
2007,TN de Grooth (NL),153
2007,TBM de Leede (NL),88
2007,N Deonarine (WI),8
2007,AB de Villiers (Afr/SA),1209
2007,S Dhaniram (CAN),332
2007,MS Dhoni (Asia/INDIA),1103
2007,TM Dilshan (SL),632
2007,HH Dippenaar (Afr),77
2007,R Dravid (INDIA),823
2007,GD Drummond (SCOT),8
2007,T Duffin (ZIM),95
2007,JP Duminy (SA),198
2007,J Edness (BMUDA),99
2007,FH Edwards (WI),2
2007,RR Emrit (WI),13
2007,Farhad Reza (BDESH),64
2007,Fawad Alam (PAK),32
2007,CRD Fernando (Asia/SL),59
2007,SP Fleming (NZ),669
2007,A Flintoff (ENG),387
2007,MJ Fourie (IRE),23
2007,JEC Franklin (NZ),214
2007,PG Fulton (NZ),811
2007,G Gambhir (INDIA),634
2007,SC Ganguly (Asia/INDIA),1240
2007,CH Gayle (WI),611
2007,HH Gibbs (SA),880
2007,AC Gilchrist (AUS),934
2007,MR Gillespie (NZ),75
2007,PG Gillespie (IRE),2
2007,Habibul Bashar (BDESH),328
2007,BJ Haddin (AUS),319
2007,AJ Hall (SA),62
2007,GM Hamilton (SCOT),382
2007,RM Haq (SCOT),373
2007,Harbhajan Singh (Asia/INDIA),150
2007,ML Hayden (AUS),1601
2007,DL Hemp (BMUDA),268
2007,BJ Hodge (AUS),496
2007,KC Hodsoll (BMUDA),2
2007,PJC Hoffmann (SCOT),47
2007,GB Hogg (AUS),85
2007,CK Hooper (CAN),4
2007,JR Hopes (AUS),156
2007,GJ Hopkins (NZ),9
2007,JM How (NZ),376
2007,KAD Hurdle (BMUDA),66
2007,RO Hussain (SCOT),28
2007,MEK Hussey (AUS),447
2007,Iftikhar Anjum (PAK),84
2007,Imran Nazir (PAK),392
2007,Inzamam-ul-Haq (PAK),148
2007,AJ Ireland (ZIM),9
2007,PA Jaques (AUS),4
2007,Javed Omar (BDESH),146
2007,ST Jayasuriya (Asia/SL),835
2007,DPMD Jayawardene (Asia/SL),1089
2007,HAPW Jayawardene (SL),23
2007,Joginder Sharma (INDIA),1
2007,MG Johnson (AUS),35
2007,DT Johnston (IRE),308
2007,MO Jones (BMUDA),70
2007,MBS Jonkman (NL),0
2007,DI Joyce (IRE),29
2007,EC Joyce (ENG),440
2007,Junaid Siddique (BDESH),29
2007,S Jyoti (CAN),0
2007,JH Kallis (SA),987
2007,JK Kamande (KENYA),146
2007,Kamran Akmal (PAK),293
2007,AL Kandappah (CAN),97
2007,CK Kapugedera (SL),80
2007,KD Karthik (INDIA),287
2007,M Kartik (INDIA),37
2007,F Kasteni (ZIM),18
2007,JM Kemp (Afr/SA),328
2007,AN Kervezee (NL),186
2007,Z Khan (Asia/INDIA),177
2007,KMDN Kulasekara (SL),15
2007,P Kumar (INDIA),12
2007,A Kumble (INDIA),5
2007,CK Langeveldt (SA),34
2007,D Langford-Smith (IRE),107
2007,BC Lara (WI),386
2007,B Lee (AUS),56
2007,RDM Leverock (BMUDA),60
2007,J Lewis (ENG),34
2007,RN Lewis (WI),33
2007,DR Lockhart (SCOT),39
2007,KS Lokuarachchi (SL),11
2007,CH Lonsdale (BMUDA),4
2007,MB Loye (ENG),142
2007,AS Luseno (KENYA),0
2007,RT Lyons (SCOT),49
2007,WK McCallan (IRE),103
2007,NFI McCallum (SCOT),336
2007,BB McCullum (NZ),799
2007,GD McGrath (AUS),6
2007,CD McMillan (NZ),557
2007,MF Maharoof (SL),280
2007,SI Mahmood (ENG),2
2007,Mahmudullah (BDESH),36
2007,SL Malinga (SL),29
2007,HJH Marshall (NZ),88
2007,JAH Marshall (NZ),5
2007,T Maruma (ZIM),7
2007,H Masakadza (ZIM),249
2007,AD Mascarenhas (ENG),98
2007,Mashrafe Mortaza (Asia/BDESH),233
2007,MJ Mason (NZ),5
2007,S Matsikenyeri (ZIM),289
2007,DES Maxwell (CAN),51
2007,Mehrab Hossain jnr (BDESH),17
2007,KD Mills (NZ),34
2007,DA Minors (BMUDA),212
2007,Misbah-ul-Haq (PAK),272
2007,T Mishra (KENYA),274
2007,Mohammad Ashraful (BDESH),509
2007,Mohammad Asif (Asia/PAK),15
2007,Mohammad Hafeez (PAK),76
2007,Mohammad Iqbal (CAN),33
2007,Mohammad Rafique (Asia/BDESH),110
2007,Mohammad Sami (PAK),85
2007,Mohammad Sharif (BDESH),6
2007,Mohammad Yousuf (Asia/PAK),1042
2007,GMC Mol (NL),9
2007,HJC Mol (NL),2
2007,D Mongia (INDIA),34
2007,JF Mooney (IRE),52
2007,PJK Mooney (IRE),1
2007,EJG Morgan (IRE),450
2007,JA Morkel (Afr/SA),173
2007,M Morkel (Afr/SA),52
2007,RS Morton (WI),352
2007,CB Mpofu (ZIM),9
2007,J Mubarak (SL),171
2007,TV Mufambisi (ZIM),2
2007,S Mukuddem (BMUDA),90
2007,AA Mulla (CAN),351
2007,M Mulla (CAN),1
2007,T Mupariwa (ZIM),0
2007,M Muralitharan (SL),11
2007,Mushfiqur Rahim (BDESH),326
2007,P Mustard (ENG),89
2007,Najaf Shah (PAK),0
2007,Naved-ul-Hasan (PAK),37
2007,A Nel (SA),58
2007,JD Nel (SCOT),2
2007,PA Nixon (ENG),297
2007,M Ntini (SA),37
2007,AA Obanda (KENYA),194
2007,GH O'Brien (BMUDA),4
2007,KJ O'Brien (IRE),514
2007,NJ O'Brien (IRE),418
2007,CO Obuya (KENYA),277
2007,DO Obuya (KENYA),434
2007,NN Odhiambo (KENYA),102
2007,TM Odoyo (Afr/KENYA),432
2007,PJ Ongondo (Afr/KENYA),29
2007,LN Onyango (KENYA),64
2007,JDP Oram (NZ),549
2007,H Osinde (CAN),29
2007,MA Ouma (KENYA),386
2007,SD Outerbridge (BMUDA),52
2007,MS Panesar (ENG),26
2007,BA Parchment (WI),40
2007,JS Patel (NZ),45
2007,MM Patel (INDIA),26
2007,IK Pathan (INDIA),131
2007,J Patraj (CAN),21
2007,MDK Perera (SL),30
2007,PDRL Perera (SL),0
2007,RJ Peterson (SA),12
2007,VD Philander (SA),40
2007,KP Pietersen (ENG),889
2007,ADJ Pitcher (BMUDA),20
2007,AR Pitcher (BMUDA),30
2007,OL Pitcher (BMUDA),72
2007,LE Plunkett (ENG),95
2007,KA Pollard (WI),10
2007,SM Pollock (Afr/SA),541
2007,RT Ponting (AUS),1424
2007,NS Poonia (SCOT),158
2007,WTS Porterfield (IRE),555
2007,RR Powar (INDIA),56
2007,DBL Powell (WI),60
2007,RW Price (ZIM),3
2007,AG Prince (SA),148
2007,MJ Prior (ENG),229
2007,Qaiser Ali (CAN),202
2007,SK Raina (INDIA),23
2007,EC Rainsford (ZIM),1
2007,D Ramdin (WI),173
2007,R Rampaul (WI),50
2007,WB Rankin (IRE),15
2007,DJ Reekers (NL),269
2007,ACL Richards (WI),2
2007,RJ Robinson (BMUDA),17
2007,GA Rogers (SCOT),41
2007,IH Romaine (BMUDA),229
2007,Salman Butt (PAK),362
2007,AM Samad (CAN),315
2007,DJG Sammy (WI),18
2007,MN Samuels (WI),630
2007,KT Sandher (CAN),8
2007,KC Sangakkara (SL),758
2007,RR Sarwan (WI),375
2007,E Schiferli (NL),6
2007,PM Seelaar (NL),2
2007,V Sehwag (Asia/INDIA),475
2007,OA Shah (ENG),408
2007,RD Shah (KENYA),381
2007,Shahadat Hossain (BDESH),16
2007,Shahid Afridi (PAK),359
2007,Shahriar Nafees (BDESH),278
2007,Shahzad Khan (CAN),4
2007,A Shamshudeen (CAN),3
2007,Shakib Al Hasan (BDESH),607
2007,RG Sharma (INDIA),61
2007,Shoaib Akhtar (PAK),1
2007,Shoaib Malik (PAK),707
2007,V Sibanda (Afr/ZIM),545
2007,RJ Sidebottom (ENG),25
2007,LPC Silva (SL),878
2007,LMP Simmons (WI),35
2007,MS Sinclair (NZ),122
2007,RP Singh (INDIA),26
2007,CJ Smith (BMUDA),99
2007,CJO Smith (SCOT),187
2007,DR Smith (WI),100
2007,DS Smith (WI),273
2007,GC Smith (SA),1079
2007,J Smits (NL),42
2007,Sohail Tanvir (PAK),53
2007,D Soraine (CAN),3
2007,S Sreesanth (INDIA),19
2007,RD Steede (BMUDA),23
2007,WF Stelling (NL),90
2007,AJ Strauss (ENG),276
2007,SB Styris (NZ),848
2007,AO Suji (KENYA),29
2007,GP Swann (ENG),83
2007,Syed Rasel (BDESH),26
2007,A Symonds (AUS),808
2007,ES Szwarczynski (NL),156
2007,T Taibu (ZIM),220
2007,SW Tait (AUS),11
2007,Tamim Iqbal (BDESH),455
2007,Tapash Baisya (BDESH),18
2007,BRM Taylor (ZIM),299
2007,JE Taylor (WI),44
2007,LRPL Taylor (NZ),663
2007,RN ten Doeschate (NL),356
2007,SR Tendulkar (INDIA),1425
2007,WU Tharanga (Asia/SL),638
2007,SO Tikolo (Afr/KENYA),447
2007,CT Tremlett (ENG),27
2007,RJ Trott (BMUDA),47
2007,MS Tshabalala (SA),2
2007,JJ Tucker (BMUDA),250
2007,KL Tucker (BMUDA),14
2007,DR Tuffey (NZ),8
2007,Tushar Imran (BDESH),27
2007,Umar Gul (PAK),23
2007,RV Uthappa (INDIA),509
2007,P Utseya (ZIM),65
2007,WPUJC Vaas (SL),63
